CompositeProgramName,CompositeCompositeID,CompositeStationName,CompositeStationCode,CompositeTargetLatitude,CompositeTargetLongitude,CompositeSampleDate,CompositeFinalID,NumberFishPerComp,CompositeTissueName,Analyte,Unit,Result,WeightAvg g,TLMin mm,TLMax mm,TLAvgLength mm,SexSummary,LatestDateSampled,SampleID
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 049, Total",ng/g ww,0.333,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 052, Total",ng/g ww,1.09,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 060, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 066, Total",ng/g ww,0.271,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 070, Total",ng/g ww,0.403,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 074, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 087, Total",ng/g ww,0.373,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 095, Total",ng/g ww,1.63,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 097, Total",ng/g ww,0.281,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 099, Total",ng/g ww,1.4,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 101, Total",ng/g ww,2.43,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 105, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 110, Total",ng/g ww,1.37,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 118, Total",ng/g ww,2.09,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 128, Total",ng/g ww,0.939,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 132, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 137, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 138, Total",ng/g ww,4.98,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 141, Total",ng/g ww,0.579,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 149, Total",ng/g ww,2.61,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 151, Total",ng/g ww,1.12,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 153, Total",ng/g ww,7.58,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 156, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 157, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 158, Total",ng/g ww,0.514,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 170, Total",ng/g ww,0.755,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 174, Total",ng/g ww,0.563,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 177, Total",ng/g ww,0.871,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 180, Total",ng/g ww,3.08,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 183, Total",ng/g ww,1.06,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 187, Total",ng/g ww,3.19,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 189, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 194, Total",ng/g ww,0.422,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 195, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 201, Total",ng/g ww,0.571,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 203, Total",ng/g ww,0.541,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 206, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB 209, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB AROCLOR 1248, Total",ng/g ww,,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB AROCLOR 1254, Total",ng/g ww,30,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/13/19972RMPBERKC974501,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/13/97,Morone saxatilis,3,fillet,"PCB AROCLOR 1260, Total",ng/g ww,18,0,510,510,510,"Unk (0), M (0), F (0)",6/13/97,6/13/19972RMPBERKC974501
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Aldrin, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"AnalysisWeight, Total",g,5.08,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Chlordane, cis-, Total",ng/g ww,0.785,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Chlordane, trans-, Total",ng/g ww,0.49,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Chlordene, cis-, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Chlordene, trans-, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Chlorpyrifos, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Dacthal, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"DCBP(p,p'), Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"DDD(o,p'), Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"DDD(p,p'), Total",ng/g ww,3.79,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"DDE(o,p'), Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"DDE(p,p'), Total",ng/g ww,19.3,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"DDMS(p,p'), Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"DDMU(p,p'), Total",ng/g ww,6.77,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"DDT(o,p'), Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"DDT(p,p'), Total",ng/g ww,1.53,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Dieldrin, Total",ng/g ww,1.33,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Endosulfan I, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Endosulfan II, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Endosulfan Sulfate, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Endrin, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"HCH, alpha-, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"HCH, beta-, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"HCH, delta-, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"HCH, gamma-, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Heptachlor, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Heptachlor Epoxide, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Hexachlorobenzene, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Lipid, Total",% ww,1.62,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Mercury, Total",ug/g dw,1.15069,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Mercury, Total",ug/g ww,0.352398,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Methoxychlor, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Mirex, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Moisture, Total",%,69.375,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Moisture, Total",%,71.54,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Nonachlor, cis-, Total",ng/g ww,0.785,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Nonachlor, trans-, Total",ng/g ww,1.67,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Oxadiazon, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"Oxychlordane, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"PCB 005, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"PCB 008, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"PCB 018, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"PCB 027, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"PCB 028, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
SF Bay Regional Monitoring for Water Quality,6/18/19972RMPBERKC974502,Berkeley-2RMPBERKI,2RMPBERKI,37.8491,-122.35,6/18/97,Morone saxatilis,2,fillet,"PCB 029, Total",ng/g ww,,0,690,690,690,"Unk (0), M (0), F (0)",6/18/97,6/18/19972RMPBERKC974502
